('AMD 64 X2 DUAL CORE 4000+ - 2.11GHz')
('AMD 9850 QUAD-CORE - 2.50GHz')
('AMD A10 - 7860K RADEON R7 - 3.60GHz')
('AMD A4 - 3400  RADEON HDGRAPHICS')
('AMD A4 - 4000  RADEON HDGRAPHICS')
('AMD ATHLON - 1.0GHz')
('AMD ATHLON - 1.4GHz')
('AMD ATHLON - 1.49GHz')
('AMD ATHLON - 1.6GHz')
('AMD ATHLON - 2.0GHz')
('AMD ATHLON 2200')
('AMD ATHLON-64 - 2.8GHz')
('AMD ATHLON-64 - 3.0GHz')
('AMD ATHLON-64 - 3.2GHz')
('AMD ATHLON-64 - 3.5GHz')
('AMD ATHLON-64 - 3.500')
('AMD ATHLON-64 - 4.2GHz')
('AMD ATHLON-64 X2 5200')
('AMD ATHLON-64 X2 6000+ - 3.0GHz')
('AMD ATHLON-64 X2 DUAL 5200')
('AMD ATHLON-64 X2 DUAL CORE 4000+')
('AMD ATHLON-64 X2 DUAL CORE 4200+')
('AMD ATHLON-64 X2 DUAL CORE 4400+')
('AMD ATHLON-64 X2 DUAL CORE 5000+')
('AMD ATHLON-64 X2 DUAL CORE 5200+')
('AMD ATHLON-64 X2 DUAL CORE 6000+')
('AMD ATHLON 64X2 DUAL - 2.31GHz')
('AMD ATHLON 900 MGZ')
('AMD ATHLON DUAL CORE 4050 - 2.11GHz')
('AMD ATHLON II X2 240')
('AMD ATHLON II X2 250 - 3.0GHz')
('AMD ATHLON II X2 255')
('AMD ATHLON II X2 260')
('AMD ATHLON II X2 270')
('AMD ATHLON II X2 B24')
('AMD ATHLON II X2 B28')
('AMD ATHLON II X2 - 3.40GHz')
('AMD ATHLON X2 4400 - 2.3GHz')
('AMD ATHLON X2 5000 DUAL CORE')
('AMD ATHLON X2 DUAL CORE 3250 - 1.50GHz')
('AMD ATHLON X2 DUAL CORE 3250E')
('AMD ATHLON-XP - 1.0GHz')
('AMD ATHLON-XP - 1.2GHz')
('AMD ATHLON-XP - 1.7GHz')
('AMD ATHLON-XP - 1.8GHz')
('AMD ATHLON-XP 1500 1.01GHz')
('AMD ATHLON-XP - 2.0GHz')
('AMD ATHLON-XP - 2.2GHz')
('AMD ATHLON-XP - 2.4GHz')
('AMD ATHLON-XP - 2.6GHz')
('AMD ATHLON-XP - 2.8GHz')
('AMD ATHON-64 X2 DUAL - 2.11GHz')
('AMD C - 50 - 1.33GHz')
('AMD C-70  RADEON HDGRAPHICS')
('AMD DUAL CORE 5200')
('AMD E-350 1.60GHz')
